ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spend,Customer_Tenure_Days,Total_Children,Total_Purchases,Spend_Per_Purchase,Campaigns_Accepted,Is_Parent,Family_Size,Income_Per_Member,Cluster,Cluster_Name,Education_Enc,Marital_Status_Enc,Engagement_Score,Engagement_Tier
2926,1952,Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,62,1374,675,1,23,57.25,2,1,3,18650.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,3,3,0.32641944898498215,❄️ Cold Lead
2874,1988,Diploma,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,26,32,479,1,5,5.333333333333333,0,1,2,17694.0,0,💤 Low Engagers,1,0,0.04750869473962824,❄️ Cold Lead
9738,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,28,100,532,1,7,12.5,0,1,3,14128.666666666666,0,💤 Low Engagers,3,3,0.1262126794074996,❄️ Cold Lead
7119,1982,Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,32,825,533,0,12,63.46153846153846,0,0,1,68627.0,1,🌟 High-Value Loyalists,2,2,0.07636799312818895,❄️ Cold Lead
3924,1965,PhD,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,49,916,104,1,28,31.586206896551722,1,1,2,28956.0,2,👨‍👩‍👧 Active Parent Shoppers,4,0,0.03179900656203255,❄️ Cold Lead
5827,1958,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,56,62,74,2,11,5.166666666666667,0,1,3,11748.666666666666,0,💤 Low Engagers,2,0,0.010320320809241099,❄️ Cold Lead
5596,1956,Diploma,Together,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,58,728,260,1,21,33.09090909090909,0,1,3,19607.0,2,👨‍👩‍👧 Active Parent Shoppers,1,3,0.017299313793861428,❄️ Cold Lead
10812,1978,PhD,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,36,90,120,1,7,11.25,0,1,3,15459.0,0,💤 Low Engagers,4,1,0.005610071332943464,❄️ Cold Lead
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,26,273,77,1,13,19.5,0,1,2,19873.5,0,💤 Low Engagers,2,2,0.08367227530425375,❄️ Cold Lead
9491,1984,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,30,66,184,1,10,6.0,0,1,3,7992.0,0,💤 Low Engagers,2,3,0.04679686208872023,❄️ Cold Lead
9274,1961,Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,53,1213,458,0,23,50.541666666666664,1,0,2,40475.0,1,🌟 High-Value Loyalists,3,1,0.2968295046421339,❄️ Cold Lead
6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,48,107,649,0,7,13.375,0,0,1,27038.0,0,💤 Low Engagers,2,4,0.7313080201699694,🔥 Hot Lead
6963,1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,67,1157,116,0,18,60.89473684210526,1,0,1,77457.0,1,🌟 High-Value Loyalists,2,2,0.04854414630375084,❄️ Cold Lead
4440,1964,Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,50,546,292,1,18,28.736842105263158,1,1,3,21366.666666666668,2,👨‍👩‍👧 Active Parent Shoppers,3,1,0.05329565090545775,❄️ Cold Lead
1379,1992,Master,Together,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,22,241,428,0,11,20.083333333333332,0,0,2,21335.0,0,💤 Low Engagers,3,3,0.09683752839029769,❄️ Cold Lead
10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,38,53,162,1,11,4.416666666666667,0,1,2,6285.5,0,💤 Low Engagers,2,0,0.029042955602536523,❄️ Cold Lead
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,37,244,3,7,4.625,0,1,5,4514.8,0,💤 Low Engagers,2,1,0.013420332893286018,❄️ Cold Lead
2437,1989,Graduation,Married,51381.5,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,25,1611,391,0,24,64.44,2,0,2,25690.75,3,🏆 Champions,2,1,0.14238377576893282,❄️ Cold Lead
6320,1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,38,1508,508,0,23,62.833333333333336,0,0,1,70893.0,1,🌟 High-Value Loyalists,3,2,0.4265226534519831,🌤 Warm Lead
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,48,235,194,2,16,13.823529411764707,0,1,4,13549.5,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.09461334482522474,❄️ Cold Lead
231,1956,Master,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,58,32,110,2,7,4.0,0,1,4,7209.75,0,💤 Low Engagers,3,3,0.008587998254988238,❄️ Cold Lead
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,102,335,2,8,11.333333333333334,0,1,4,10080.25,0,💤 Low Engagers,2,1,0.013276058432320477,❄️ Cold Lead
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,29,401,684,1,15,25.0625,0,1,2,33251.5,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.1219130356661174,❄️ Cold Lead
113,1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,63,28,348,2,6,4.0,0,1,4,7708.25,0,💤 Low Engagers,2,1,0.020239668068050654,❄️ Cold Lead
2863,1970,Graduation,Single,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,44,1052,310,3,21,47.81818181818182,2,1,4,12845.375,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.09766689188029182,❄️ Cold Lead
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,43,680,528,1,21,30.90909090909091,0,1,3,21598.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.06814658706729859,❄️ Cold Lead
520,1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,40,30,363,1,4,6.0,0,1,3,11473.666666666666,0,💤 Low Engagers,2,1,0.019557577605796996,❄️ Cold Lead
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,20,140,2,4,4.0,0,1,3,15675.0,0,💤 Low Engagers,4,0,0.021169738337119923,❄️ Cold Lead
9750,1961,PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,53,1307,507,1,23,54.458333333333336,0,1,2,32162.5,2,👨‍👩‍👧 Active Parent Shoppers,4,0,0.2931711742534928,❄️ Cold Lead
2607,1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,61,630,534,1,24,25.2,0,1,2,20232.0,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.09083794342356541,❄️ Cold Lead
7214,1957,Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,57,1283,359,0,18,67.52631578947368,0,0,2,31093.5,1,🌟 High-Value Loyalists,2,1,0.05035847662572076,❄️ Cold Lead
5835,1976,PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,38,65,362,1,9,6.5,0,1,2,7424.5,0,💤 Low Engagers,4,0,0.05076215048259952,❄️ Cold Lead
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,30,37,234,1,5,6.166666666666667,0,1,3,9085.0,0,💤 Low Engagers,2,1,0.03786028766836124,❄️ Cold Lead
10350,1950,PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,64,38,416,3,5,6.333333333333333,0,1,5,10886.4,0,💤 Low Engagers,4,1,0.009969648801174305,❄️ Cold Lead
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,28,160,501,1,12,12.307692307692308,0,1,2,14999.5,0,💤 Low Engagers,4,2,0.3318070321366279,❄️ Cold Lead
2861,1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,31,23,439,1,4,4.6,0,1,2,12036.0,0,💤 Low Engagers,2,2,0.021935052384562708,❄️ Cold Lead
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,25,71,291,0,6,10.142857142857142,0,0,1,33996.0,0,💤 Low Engagers,4,2,0.017953996070149216,❄️ Cold Lead
10675,1956,PhD,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,58,1161,452,1,19,58.05,0,1,3,22111.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.526673706127478,🌤 Warm Lead
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,59,535,1,5,9.833333333333334,1,1,3,11726.0,0,💤 Low Engagers,3,1,0.9312208173813253,🔥 Hot Lead
9592,1983,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,31,33,364,1,7,4.125,0,1,3,7336.666666666667,0,💤 Low Engagers,2,3,0.01969471298601649,❄️ Cold Lead
10151,1960,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,54,946,655,2,22,41.130434782608695,0,1,3,20734.666666666668,2,👨‍👩‍👧 Active Parent Shoppers,2,0,0.0505529277404483,❄️ Cold Lead
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,46,1442,570,0,22,62.69565217391305,3,0,1,75693.0,3,🏆 Champions,2,0,0.9742330844184753,🔥 Hot Lead
4099,1972,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,42,62,594,1,5,10.333333333333334,0,1,3,10225.0,0,💤 Low Engagers,2,1,0.20149089982043533,❄️ Cold Lead
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,49,1674,483,0,22,72.78260869565217,1,0,2,41501.5,1,🌟 High-Value Loyalists,2,3,0.8106822684074896,🔥 Hot Lead
10172,1988,Graduation,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,26,1538,688,0,21,69.9090909090909,0,0,1,68655.0,1,🌟 High-Value Loyalists,2,2,0.03379521855416725,❄️ Cold Lead
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,28,139,204,0,8,15.444444444444445,0,0,1,41411.0,0,💤 Low Engagers,2,0,0.1953402097588287,❄️ Cold Lead
9707,1969,PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,1182,583,1,20,56.285714285714285,2,1,3,18404.0,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.19821837926110264,❄️ Cold Lead
6245,1950,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,64,507,381,1,18,26.68421052631579,0,1,3,19764.0,2,👨‍👩‍👧 Active Parent Shoppers,4,3,0.0073727678368578475,❄️ Cold Lead
8234,1973,Basic,Together,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,41,18,318,1,4,3.6,1,1,3,9063.333333333334,0,💤 Low Engagers,0,3,0.6568671989671597,🌤 Warm Lead
1411,1952,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,62,940,231,0,16,55.294117647058826,0,0,1,82623.0,1,🌟 High-Value Loyalists,2,0,0.12568524347366367,❄️ Cold Lead
8553,1965,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,49,42,371,2,6,6.0,0,1,4,11075.0,0,💤 Low Engagers,2,1,0.005362200335171278,❄️ Cold Lead
1826,1970,Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,44,1190,13,0,15,74.375,0,0,1,84835.0,1,🌟 High-Value Loyalists,2,0,0.7367314329600994,🔥 Hot Lead
8842,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,44,551,2,8,4.888888888888889,0,1,3,10124.0,0,💤 Low Engagers,2,4,0.061604200727878394,❄️ Cold Lead
11030,1976,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,38,16,177,1,4,3.2,1,1,3,11060.333333333334,0,💤 Low Engagers,3,1,0.051134232264246696,❄️ Cold Lead
2579,1957,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,57,835,194,1,26,30.925925925925927,0,1,3,23704.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.003470358655652226,❄️ Cold Lead
175,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,1443,535,1,22,62.73913043478261,2,1,3,23984.0,3,🏆 Champions,2,1,0.09606974103057427,❄️ Cold Lead
9185,1966,PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,48,1029,244,0,18,54.1578947368421,0,0,1,69759.0,1,🌟 High-Value Loyalists,4,2,0.6682710496124245,🌤 Warm Lead
11056,1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,40,1188,610,0,18,62.526315789473685,0,0,2,36049.5,1,🌟 High-Value Loyalists,2,1,0.1234949031713294,❄️ Cold Lead
9365,1976,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,38,1277,554,1,24,51.08,0,1,2,30000.0,2,👨‍👩‍👧 Active Parent Shoppers,4,2,0.20381122884374853,❄️ Cold Lead
6201,1978,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,36,49,212,2,7,6.125,0,1,3,12881.0,0,💤 Low Engagers,2,2,0.01286468697224276,❄️ Cold Lead
2061,1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,59,99,414,1,7,12.375,1,1,3,16912.333333333332,0,💤 Low Engagers,2,1,0.12223703426387729,❄️ Cold Lead
6184,1969,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,45,1670,564,0,15,104.375,0,0,2,34231.0,1,🌟 High-Value Loyalists,4,1,0.18329122249437596,❄️ Cold Lead
6142,1943,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,71,900,313,0,14,60.0,0,0,2,32536.5,1,🌟 High-Value Loyalists,3,1,0.01793991780556074,❄️ Cold Lead
4107,1948,PhD,Together,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,66,425,264,2,16,25.0,0,1,4,11670.25,2,👨‍👩‍👧 Active Parent Shoppers,4,3,0.03258051793841463,❄️ Cold Lead
7274,1957,Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,57,2153,639,0,22,93.6086956521739,1,0,2,39309.0,1,🌟 High-Value Loyalists,2,1,0.1440021022950142,❄️ Cold Lead
9336,1969,PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,45,636,99,1,21,28.90909090909091,0,1,2,31093.5,2,👨‍👩‍👧 Active Parent Shoppers,4,4,0.02239802118739722,❄️ Cold Lead
2958,1978,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,36,57,125,2,10,5.181818181818182,0,1,4,7110.5,0,💤 Low Engagers,2,1,0.015512879309311866,❄️ Cold Lead
933,1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,36,25,583,1,4,5.0,0,1,3,12572.333333333334,0,💤 Low Engagers,4,1,0.044422153804517805,❄️ Cold Lead
5837,1967,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,47,494,548,2,22,21.47826086956522,0,1,4,12869.75,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.1634128304954348,❄️ Cold Lead
10704,1969,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,45,693,677,1,19,34.65,0,1,2,27401.5,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.10651584547470973,❄️ Cold Lead
5125,1960,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,54,1348,408,0,26,49.925925925925924,0,0,2,39765.0,1,🌟 High-Value Loyalists,2,1,0.02247517248843307,❄️ Cold Lead
4432,1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,38,51,470,1,7,6.375,0,1,2,15807.5,0,💤 Low Engagers,2,0,0.035545555523066874,❄️ Cold Lead
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,52,1932,589,0,16,113.6470588235294,0,0,2,36012.5,1,🌟 High-Value Loyalists,2,3,0.23140404896972414,❄️ Cold Lead
2928,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,990,575,1,16,58.23529411764706,0,1,2,26307.0,2,👨‍👩‍👧 Active Parent Shoppers,4,2,0.13304752169530928,❄️ Cold Lead
5680,1984,Diploma,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,30,68,1,5,5.0,0,1,3,11894.666666666666,0,💤 Low Engagers,1,1,0.0030362902722607405,❄️ Cold Lead
10313,1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,39,254,609,2,16,14.941176470588236,0,1,4,12044.5,0,💤 Low Engagers,2,1,0.28681791601950374,❄️ Cold Lead
2557,1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,44,29,304,1,5,4.833333333333333,1,1,2,14774.0,0,💤 Low Engagers,3,2,0.24803913192554788,❄️ Cold Lead
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,48,1371,595,1,23,57.125,1,1,2,31905.0,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.07744034629805431,❄️ Cold Lead
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,73,372,2,9,7.3,0,1,3,12859.333333333334,0,💤 Low Engagers,4,2,0.15262631376916397,❄️ Cold Lead
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,39,120,680,2,11,10.0,0,1,3,15366.0,0,💤 Low Engagers,3,2,0.6165569019879839,🌤 Warm Lead
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,44,81,468,0,5,13.5,1,0,1,22585.0,0,💤 Low Engagers,2,2,0.8381777753507851,🔥 Hot Lead
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,37,546,1,5,6.166666666666667,0,1,2,15139.5,0,💤 Low Engagers,2,2,0.05607367301101254,❄️ Cold Lead
1729,1961,PhD,Together,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,53,1377,270,1,20,65.57142857142857,0,1,3,22142.0,2,👨‍👩‍👧 Active Parent Shoppers,4,3,0.055452856684828314,❄️ Cold Lead
1517,1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,51,380,1,5,8.5,0,1,2,15411.0,0,💤 Low Engagers,2,2,0.008419418450650383,❄️ Cold Lead
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,17,537,2,4,3.4,0,1,4,8395.25,0,💤 Low Engagers,4,1,0.05040323942715532,❄️ Cold Lead
9543,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,22,227,1,4,4.4,0,1,3,6662.0,0,💤 Low Engagers,2,1,0.006144643593044249,❄️ Cold Lead
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,60,324,564,0,14,21.6,0,0,1,27421.0,0,💤 Low Engagers,2,4,0.22910260228410617,❄️ Cold Lead
3310,1973,Diploma,Married,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,211,676,3,16,12.411764705882353,0,1,5,7137.6,0,💤 Low Engagers,1,1,0.17904912128657688,❄️ Cold Lead
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,33,19,91,1,4,3.8,0,1,2,18071.5,0,💤 Low Engagers,3,2,0.0474733244185261,❄️ Cold Lead
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,43,41,410,1,8,4.555555555555555,0,1,2,5122.5,0,💤 Low Engagers,2,2,0.11467805332097201,❄️ Cold Lead
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,46,492,256,1,17,27.333333333333332,1,1,3,14598.333333333334,2,👨‍👩‍👧 Active Parent Shoppers,3,3,0.7863132428954164,🔥 Hot Lead
6202,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,1005,632,1,26,37.22222222222222,0,1,3,21127.0,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.022763316175567944,❄️ Cold Lead
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,65,114,668,1,7,14.25,0,1,3,12941.0,0,💤 Low Engagers,2,3,0.3363935625390356,❄️ Cold Lead
9799,1968,PhD,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,46,1173,417,2,19,58.65,0,1,3,27888.0,2,👨‍👩‍👧 Active Parent Shoppers,4,0,0.03556398674563154,❄️ Cold Lead
8318,1979,Graduation,Together,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,35,1738,177,0,19,86.9,1,0,2,45150.0,1,🌟 High-Value Loyalists,2,3,0.3194515037756465,❄️ Cold Lead
5642,1979,Master,Together,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,35,222,202,1,12,17.076923076923077,0,1,3,20833.0,0,💤 Low Engagers,3,3,0.1347682072756948,❄️ Cold Lead
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,1127,56,0,16,66.29411764705883,0,0,1,74293.0,1,🌟 High-Value Loyalists,2,2,0.03255908574341314,❄️ Cold Lead
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,209,437,0,10,19.0,0,0,2,25506.0,0,💤 Low Engagers,4,1,0.036451884169610684,❄️ Cold Lead
7683,1968,Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,46,787,124,1,23,32.791666666666664,0,1,3,23592.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,3,1,0.0015696979543957784,❄️ Cold Lead
3428,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1598,266,0,24,63.92,0,0,2,34341.0,1,🌟 High-Value Loyalists,4,3,0.030569658948084232,❄️ Cold Lead
